Unit_ID,Region,Locality,Furnished,Bathroom,No_Rooms,Area,AnnualPrice
cagc033,Jakarta Selatan,Casablanca,1,3,2,80.0,250000000
tmbb142,Jakarta Pusat,Kemayoran,0,1,1,50.0,45000000
shob002,Jakarta Barat,Tanjung Duren,0,2,1,123.0,170000000
klcc061,Jakarta Selatan,Pancoran,1,1,2,29.0,38000000
pugd002,Jakarta Barat,Kembangan,1,2,3,71.0,180000000
supc043,Jakarta Pusat,Sudirman,1,1,2,48.0,96000000
gpva005,Jakarta Barat,Cengkareng,0,1,0,23.0,19000000
wemc001,Jakarta Selatan,Kebayoran Baru,1,1,2,80.0,234000000
spvc022,Jakarta Utara,Sunter,1,1,2,35.0,33000000
crwd004,Jakarta Selatan,Kuningan,1,3,3,155.0,445950000
mrsc009,Tangerang,Serpong,0,1,2,45.0,45000000
gmrc013,Jakarta Utara,Kelapa Gading,1,1,2,39.0,60000000
brob001,Tangerang,Alam Sutera,1,1,1,45.0,75000000
blmc002,Jakarta Barat,Kebon Jeruk,1,1,2,44.0,70000000
tmyb005,Jakarta Pusat,Kemayoran,1,1,1,30.0,45000000
sgpb012,Jakarta Timur,MT Haryono,1,1,1,37.0,65000000
s-c0001,Jakarta Selatan,Casablanca,1,2,2,93.0,162000000
bpvc012,Jakarta Selatan,Bintaro,1,1,2,36.0,53000000
mpkc028,Jakarta Pusat,Kemayoran,0,1,2,36.0,30000000
prld003,Jakarta Selatan,Semanggi,1,3,3,184.0,300000000
pumb011,Jakarta Barat,Puri Indah,1,1,1,37.0,38000000
btcf002,Jakarta Selatan,Kebayoran Lama,1,2,2,195.0,521400000
ppvc073,Jakarta Barat,Kebon Jeruk,1,1,2,35.0,42000000
fwrc001,Jakarta Selatan,Senayan,1,2,2,109.0,250000000
mprc034,Jakarta Barat,Kedoya,1,1,2,53.0,72000000
puca033,Jakarta Barat,Cengkareng,1,1,0,26.0,35000000
skgf011,Jakarta Selatan,Setiabudi,1,2,2,93.0,324000000
bscc009,Jakarta Timur,Cipinang,1,1,2,36.0,65000000
atza001,Tangerang,Bintaro,1,1,0,28.0,48000000
bscc063,Jakarta Timur,Cipinang,1,1,2,34.0,54000000
shob018,Jakarta Barat,Tanjung Duren,0,2,1,96.0,135000000
tmjb006,Jakarta Pusat,Kemayoran,1,1,1,49.0,62000000
twfb002,Jakarta Selatan,Kuningan,1,1,1,40.0,101100000
anmb010,Jakarta Utara,Ancol,1,1,1,65.0,76700000
mqrd010,Jakarta Barat,Kebon Jeruk,1,3,3,140.0,160000000
wgpc013,Jakarta Utara,Kelapa Gading,1,1,2,46.0,34000000
mg1c099,Jakarta Barat,Tanjung Duren,1,1,2,40.0,40000000
tard015,Jakarta Selatan,Kuningan,1,2,3,90.0,139000000
asrc005,Jakarta Selatan,Kuningan,1,2,2,90.0,144000000
mpra054,Jakarta Barat,Kedoya,1,1,0,29.0,44000000
btvd008,Jakarta Pusat,Bendungan Hilir,1,3,3,107.0,180000000
adyc001,Tangerang,Cikokol,1,1,2,39.0,42000000
gdbc001,Jakarta Selatan,Pejaten,1,1,2,49.0,72000000
bpva009,Jakarta Selatan,Bintaro,1,1,0,22.0,42000000
kmvc060,Jakarta Selatan,Kemang,1,2,2,120.0,295000000
mg2c043,Jakarta Barat,Tanjung Duren,0,1,2,42.0,39000000
aspd024,Jakarta Selatan,Fatmawati,1,2,3,84.0,144000000
gdic035,Jakarta Timur,Kelapa Gading,1,1,2,36.0,25000000
mg2d022,Jakarta Barat,Tanjung Duren,1,2,3,70.0,95000000
skgc030,Jakarta Selatan,Setiabudi,1,2,2,93.0,288000000
aspd022,Jakarta Selatan,Fatmawati,1,2,3,84.0,144000000
cbvc004,Jakarta Timur,Cibubur,0,1,2,35.0,40000000
grpa025,Jakarta Selatan,Kalibata,1,1,0,23.0,43300000
gpvc018,Jakarta Barat,Cengkareng,0,1,2,34.0,22000000
sipc006,Jakarta Selatan,Tebet,1,1,2,38.0,84000000
ppvc147,Jakarta Barat,Kebon Jeruk,1,1,2,35.0,38000000
rmgc074,Jakarta Barat,Tanjung Duren,1,1,2,42.0,75000000
shod003,Jakarta Barat,Tanjung Duren,1,2,3,123.0,159000000
pryd004,Jakarta Pusat,Gatot Subroto,1,2,3,187.0,324000000
csbb003,Jakarta Selatan,Casablanca,1,1,1,83.0,259300000
asid001,Jakarta Selatan,Simprug,1,3,3,110.0,156000000
klcc124,Jakarta Selatan,Pancoran,1,1,2,33.0,46500000
ganc008,Jakarta Utara,Kelapa Gading,1,1,2,35.0,30000000
mtgd008,Jakarta Pusat,Menteng,1,2,3,144.0,276000000
esdc034,Jakarta Selatan,Dharmawangsa,1,1,2,71.0,156000000
klcb011,Jakarta Selatan,Pancoran,1,1,1,21.0,30000000
klcc063,Jakarta Selatan,Pancoran,1,1,2,36.0,75000000
spva018,Jakarta Utara,Sunter,1,1,0,22.0,30000000
tmjc143,Jakarta Pusat,Kemayoran,1,1,2,74.0,80000000
tbvb004,Jakarta Pusat,Tanah Abang,1,1,1,45.0,90000000
bscc152,Jakarta Timur,Cipinang,1,1,2,34.0,72000000
skgf010,Jakarta Selatan,Setiabudi,1,2,2,93.0,324000000
mpkc032,Jakarta Pusat,Kemayoran,1,1,2,33.0,43200000
gprc197,Jakarta Pusat,Cempaka Putih,1,1,2,33.0,45000000
blma067,Jakarta Barat,Kebon Jeruk,0,1,0,21.0,24000000
tmjc092,Jakarta Pusat,Kemayoran,1,1,2,76.0,85900000
taac050,Jakarta Barat,Tanjung Duren,1,1,2,88.0,90000000
grka015,Jakarta Pusat,Mangga Besar,1,1,0,25.0,50000000
bscc031,Jakarta Timur,Cipinang,1,1,2,36.0,47000000
spsb001,Tangerang,Gading Serpong,1,1,1,42.0,55000000
gcpc003,Bekasi,Pekayon,1,1,2,36.0,36000000
pucb064,Jakarta Barat,Cengkareng,1,1,1,30.0,40000000
mg1c106,Jakarta Barat,Tanjung Duren,1,1,2,40.0,42000000
tssa006,Jakarta Selatan,Semanggi,1,1,0,30.0,66000000
kgcc037,Jakarta Selatan,Kebagusan,1,1,2,36.0,65300000
kmvc020,Jakarta Selatan,Kemang,1,1,2,94.0,216000000
kucc053,Jakarta Selatan,Kuningan,1,1,1,83.0,135000000
epsa021,Jakarta Pusat,Gunung Sahari,0,1,0,23.0,32400000
ds8d003,Jakarta Selatan,Senopati,1,3,3,179.0,617400000
trsc055,Jakarta Barat,Tanjung Duren,0,1,2,50.0,72000000
bscc239,Jakarta Timur,Cipinang,1,1,2,35.0,49100000
glva007,Tangerang,Ciputat,1,1,0,22.0,33000000
gpra110,Jakarta Pusat,Cempaka Putih,0,1,0,21.0,40000000
tmbc072,Jakarta Pusat,Kemayoran,0,1,2,49.0,57000000
blmc030,Jakarta Barat,Kebon Jeruk,0,1,2,43.0,50000000
tmbc134,Jakarta Pusat,Kemayoran,1,1,2,85.0,160000000
trsd021,Jakarta Barat,Tanjung Duren,0,2,3,65.0,115000000
kmvc041,Jakarta Selatan,Kemang,1,2,2,124.0,240000000
kmva052,Jakarta Selatan,Kemang,1,1,0,43.0,150000000
mesc024,Jakarta Pusat,Menteng,1,1,2,30.0,44000000
splc006,Bekasi,Summarecon Bekasi,1,1,2,42.0,45000000
mpkc033,Jakarta Pusat,Kemayoran,1,1,2,36.0,47000000
tarc039,Jakarta Selatan,Kuningan,1,2,2,74.0,110000000
pvlf003,Jakarta Pusat,Sudirman,1,3,3,144.0,331050000
pcsd006,Jakarta Selatan,Casablanca,1,2,3,110.0,168000000
tmjc104,Jakarta Pusat,Kemayoran,0,1,2,73.0,50000000
gpva018,Jakarta Barat,Cengkareng,1,1,0,24.0,35750000
thrb063,Jakarta Pusat,Thamrin,1,1,1,40.0,75000000
sipc017,Jakarta Selatan,Tebet,1,1,2,64.0,88000000
parc057,Jakarta Selatan,Pancoran,0,1,2,32.0,38900000
btvb035,Jakarta Pusat,Bendungan Hilir,1,1,1,38.0,87000000
gdic015,Jakarta Timur,Kelapa Gading,1,1,2,36.0,24500000
mrsa003,Tangerang,Serpong,1,1,0,23.0,42000000
adya011,Tangerang,Cikokol,0,1,0,23.5,33000000
trsc015,Jakarta Barat,Tanjung Duren,0,2,2,99.0,150000000
blgc014,Jakarta Selatan,Kuningan,1,2,2,84.0,300000000
btvb026,Jakarta Pusat,Bendungan Hilir,1,1,1,35.0,108000000
mepa034,Jakarta Pusat,Menteng,0,1,0,28.0,75000000
fxrd005,Jakarta Selatan,Sudirman,1,2,3,92.0,259200000
btvb019,Jakarta Pusat,Bendungan Hilir,1,0,1,49.0,125000000
cevc002,Jakarta Selatan,Tebet,1,1,2,39.0,82000000
mg1c200,Jakarta Barat,Tanjung Duren,1,1,2,40.0,36000000
p-c0001,Jakarta Selatan,Cilandak,1,2,2,155.0,378000000
pirb008,Jakarta Selatan,Pondok Indah,1,1,1,80.0,273150000
tfla026,Jakarta Timur,Pulomas,0,1,0,21.0,21000000
lvnc031,Jakarta Selatan,Pancoran,1,1,2,70.0,204000000
parc012,Jakarta Selatan,Pancoran,1,1,2,66.0,86600000
blgd013,Jakarta Selatan,Kuningan,1,1,3,110.0,245000000
kucb033,Jakarta Selatan,Kuningan,1,1,1,44.0,151200000
trsa003,Jakarta Barat,Tanjung Duren,1,1,0,26.0,38000000
epac011,Jakarta Timur,Jatinegara,1,1,2,33.0,30000000
pucb184,Jakarta Barat,Cengkareng,1,1,1,35.0,43000000
gprc152,Jakarta Pusat,Cempaka Putih,1,1,2,33.0,65000000
puca028,Jakarta Barat,Cengkareng,1,1,0,26.0,33000000
blma106,Jakarta Barat,Kebon Jeruk,1,1,0,21.0,33000000
mlkd013,Jakarta Pusat,Kemayoran,1,3,3,127.0,196000000
lvdd002,Jakarta Selatan,Tebet,1,3,3,82.0,138000000
taad004,Jakarta Barat,Tanjung Duren,1,2,3,146.0,130000000
stmd021,Jakarta Barat,Puri Indah,1,2,3,112.0,150000000
gdca008,Bekasi,Kalimalang,1,1,0,25.0,42000000
ppvc034,Jakarta Barat,Kebon Jeruk,1,1,2,35.0,38000000
tbvb017,Jakarta Pusat,Tanah Abang,1,1,1,45.0,76550000
puma036,Jakarta Barat,Puri Indah,0,1,0,26.0,35000000
klcc023,Jakarta Selatan,Pancoran,1,1,2,33.0,57950000
kgca031,Jakarta Selatan,Kebagusan,1,1,0,60.0,60000000
tflc003,Jakarta Timur,Pulomas,1,1,2,43.0,40000000
pucb157,Jakarta Barat,Cengkareng,1,1,1,35.2,36000000
ssrb012,Jakarta Pusat,Sudirman,1,1,1,40.0,138000000
ssrc040,Jakarta Pusat,Sudirman,1,1,2,88.0,168000000
grrc003,Jakarta Utara,Kelapa Gading,1,2,2,100.0,120000000
mapb016,Jakarta Barat,Tanjung Duren,1,1,1,30.0,55000000
mlkd003,Jakarta Pusat,Kemayoran,1,2,3,60.0,125000000
klcc035,Jakarta Selatan,Pancoran,1,1,2,33.0,39000000
mepa009,Jakarta Pusat,Menteng,1,1,0,29.0,100000000
tmbd008,Jakarta Pusat,Kemayoran,1,2,3,90.0,110000000
jkrb007,Jakarta Pusat,Thamrin,1,1,1,36.0,84000000
crwc029,Jakarta Selatan,Kuningan,1,2,2,102.0,290000000
bica002,Tangerang,Bintaro,0,1,0,21.0,25000000
tmbb012,Jakarta Pusat,Kemayoran,0,1,1,29.0,35000000
lvnc004,Jakarta Selatan,Pancoran,1,1,2,122.0,180000000
stra003,Jakarta Timur,Cakung,1,1,0,21.0,24000000
mepa116,Jakarta Pusat,Menteng,1,1,0,28.0,84000000
mpra051,Jakarta Barat,Kedoya,1,1,0,27.0,40000000
ppvc219,Jakarta Barat,Kebon Jeruk,1,1,2,35.0,45500000
gprc136,Jakarta Pusat,Cempaka Putih,1,1,2,33.0,54000000
blmb002,Jakarta Barat,Kebon Jeruk,1,1,1,32.0,40000000
prya005,Jakarta Pusat,Gatot Subroto,1,1,0,34.0,72000000
aspc006,Jakarta Selatan,Fatmawati,1,1,2,48.0,100000000
mmac021,Jakarta Utara,Ancol,1,2,2,61.0,50000000
rmgc027,Jakarta Barat,Tanjung Duren,1,1,2,53.0,80000000
tasa026,Jakarta Selatan,Sudirman,1,1,0,26.0,60000000
moic064,Jakarta Utara,Kelapa Gading,1,1,2,45.0,55000000
puca096,Jakarta Barat,Cengkareng,0,1,0,26.0,33000000
pkta051,Jakarta Selatan,Kebayoran Lama,1,1,0,23.0,43500000
mepa001,Jakarta Pusat,Menteng,1,1,0,28.0,95200000
thrb024,Jakarta Pusat,Thamrin,1,1,1,41.0,102000000
gdic016,Jakarta Timur,Kelapa Gading,1,1,2,36.0,24500000
mpra043,Jakarta Barat,Kedoya,1,1,0,32.0,48000000
thrc027,Jakarta Pusat,Thamrin,1,1,2,65.0,108000000
trsa009,Jakarta Barat,Tanjung Duren,1,1,0,26.0,45000000
bscc019,Jakarta Timur,Cipinang,0,1,2,35.0,38000000
vtrc005,Jakarta Barat,Daan Mogot,0,1,2,32.0,40000000
blzb012,Jakarta Selatan,Permata Hijau,1,1,1,68.0,110000000
cbdd014,Jakarta Utara,Pluit,0,2,3,63.0,80000000
tera019,Jakarta Pusat,Thamrin,1,1,0,23.0,70000000
gprc023,Jakarta Pusat,Cempaka Putih,1,1,2,35.0,45000000
sscc011,Jakarta Barat,Grogol,1,1,2,45.0,44100000
cbsa003,Depok,Cinere,1,1,0,22.0,36000000
sdmd002,Jakarta Selatan,Sudirman,1,2,3,175.0,405000000
gprc059,Jakarta Pusat,Cempaka Putih,1,1,2,33.0,53000000
skwc001,Tangerang,Serpong,1,1,2,58.0,55000000
sscc006,Jakarta Barat,Grogol,0,1,2,45.0,42000000
lvnd003,Jakarta Selatan,Pancoran,1,3,3,162.0,324000000
pucb007,Jakarta Barat,Cengkareng,0,1,1,35.2,35000000
mr2b001,Depok,Margonda,1,1,1,80.0,70000000
mg2c165,Jakarta Barat,Tanjung Duren,1,1,2,42.0,57000000
tbvb016,Jakarta Pusat,Tanah Abang,1,1,1,45.0,90000000
mpkc018,Jakarta Pusat,Kemayoran,1,1,2,36.0,35000000
gprc151,Jakarta Pusat,Cempaka Putih,1,1,2,33.0,49500000
taac037,Jakarta Barat,Tanjung Duren,1,2,2,88.0,85000000
klcc012,Jakarta Selatan,Pancoran,1,1,2,33.0,42000000
lvnc036,Jakarta Selatan,Pancoran,1,1,2,75.0,186000000
bscd071,Jakarta Timur,Cipinang,0,1,3,48.0,65250000
stcd001,Jakarta Selatan,Sudirman,1,2,3,100.0,226800000
spva019,Jakarta Utara,Sunter,1,1,0,22.0,42000000
ppvc105,Jakarta Barat,Kebon Jeruk,0,1,2,35.0,36000000
shob019,Jakarta Barat,Tanjung Duren,0,2,1,120.0,120000000
tmbc051,Jakarta Pusat,Kemayoran,1,1,2,57.0,59550000
blma028,Jakarta Barat,Kebon Jeruk,1,1,0,21.0,36000000
kmvd042,Jakarta Selatan,Kemang,1,2,3,165.0,450000000
lvdc023,Jakarta Selatan,Tebet,1,1,2,47.0,102000000
pugb003,Jakarta Barat,Kembangan,1,1,1,43.0,60000000
mesb009,Jakarta Pusat,Menteng,1,1,1,27.0,39000000
gprc169,Jakarta Pusat,Cempaka Putih,1,1,2,33.0,42000000
ccec001,Bekasi,Lippo Cikarang,1,1,2,70.0,100000000
puma010,Jakarta Barat,Puri Indah,0,1,0,26.0,30000000
rmgc023,Jakarta Barat,Tanjung Duren,1,1,2,42.0,80000000
mg1c055,Jakarta Barat,Tanjung Duren,1,1,2,42.0,42000000
gdic050,Jakarta Timur,Kelapa Gading,1,1,2,42.0,42000000
mepb003,Jakarta Pusat,Menteng,1,1,1,40.0,101000000
btvc008,Jakarta Pusat,Bendungan Hilir,1,1,2,90.0,144000000
ssub004,Jakarta Pusat,Bendungan Hilir,1,1,1,42.0,190000000
snpc001,Jakarta Selatan,Kebayoran Baru,1,2,2,166.0,300000000
blgd016,Jakarta Selatan,Kuningan,1,2,3,108.0,198000000
spvc073,Jakarta Utara,Sunter,0,1,2,36.0,21600000
pucb099,Jakarta Barat,Cengkareng,1,1,1,32.0,53350000
bscc036,Jakarta Timur,Cipinang,1,1,2,34.0,52000000
mtsb001,Tangerang,Gading Serpong,1,1,1,42.0,60000000
blzc016,Jakarta Selatan,Permata Hijau,1,2,2,120.0,259800000
sgpc026,Jakarta Timur,MT Haryono,1,1,2,42.0,100000000
mg1c056,Jakarta Barat,Tanjung Duren,0,1,2,35.0,39000000
blzb002,Jakarta Selatan,Permata Hijau,1,1,1,65.0,162000000
tarc035,Jakarta Selatan,Kuningan,1,2,2,74.0,102000000
pucb078,Jakarta Barat,Cengkareng,1,1,1,35.0,70000000
mpkd002,Jakarta Pusat,Kemayoran,1,2,3,82.0,60000000
mlka001,Jakarta Pusat,Kemayoran,0,2,0,100.0,100000000
tmbc047,Jakarta Pusat,Kemayoran,1,1,2,90.0,90000000
mg2c152,Jakarta Barat,Tanjung Duren,1,1,2,42.0,60000000
kmvc003,Jakarta Selatan,Kemang,1,2,2,107.0,192000000
tmka009,Jakarta Selatan,Kemang,1,1,0,60.0,132000000
rsrb013,Jakarta Pusat,Kemayoran,1,1,1,73.0,108000000
pktf012,Jakarta Selatan,Kebayoran Lama,1,1,2,40.0,60000000
ssrd005,Jakarta Pusat,Sudirman,1,2,3,160.0,364500000
tmjc030,Jakarta Pusat,Kemayoran,1,1,2,74.0,100000000
pucb107,Jakarta Barat,Cengkareng,1,1,1,35.0,50000000
grpa010,Jakarta Selatan,Kalibata,1,1,0,21.0,40000000
pucb105,Jakarta Barat,Cengkareng,0,1,1,35.0,38000000
fwkc010,Jakarta Utara,Kelapa Gading,1,2,2,83.0,110000000
tnac015,Tangerang,Karang Tengah,1,1,2,44.0,48750000
mg1c103,Jakarta Barat,Tanjung Duren,1,1,2,40.0,45000000
tnaa028,Tangerang,Karang Tengah,1,1,0,27.0,32500000
btvb033,Jakarta Pusat,Bendungan Hilir,1,1,1,38.0,90950000
gprc068,Jakarta Pusat,Cempaka Putih,1,1,2,33.0,60000000
blgd003,Jakarta Selatan,Kuningan,1,3,3,168.0,283500000
crda008,Depok,Cinere,1,1,0,23.0,36000000
blma032,Jakarta Barat,Kebon Jeruk,1,1,0,21.0,50000000
tssa042,Jakarta Selatan,Semanggi,1,1,0,33.0,72000000
epsa018,Jakarta Pusat,Gunung Sahari,0,1,0,23.0,36000000
adyc010,Tangerang,Cikokol,1,1,2,38.0,40000000
pucb009,Jakarta Barat,Cengkareng,0,1,1,35.0,27000000
mepa073,Jakarta Pusat,Menteng,1,1,0,33.0,123000000
mg2d012,Jakarta Barat,Tanjung Duren,1,1,3,70.0,100000000
btvb028,Jakarta Pusat,Bendungan Hilir,1,1,1,49.0,132000000
psvd002,Jakarta Utara,Pluit,0,1,3,56.0,60000000
mprc009,Jakarta Barat,Kedoya,0,1,2,55.0,42000000
stic021,Jakarta Utara,Sunter,1,1,2,47.0,48000000
frrc001,Jakarta Selatan,Sudirman,1,2,2,121.0,576000000
pmsc006,Jakarta Pusat,Senayan,1,1,2,98.0,72000000
moic063,Jakarta Utara,Kelapa Gading,0,1,2,45.0,33000000
gtyc005,Jakarta Selatan,Pesanggrahan,0,1,2,33.0,32000000
pgva004,Depok,Cimanggis,0,1,0,21.0,12000000
klcc018,Jakarta Selatan,Pancoran,1,1,2,33.0,47450000
mesb025,Jakarta Pusat,Menteng,1,1,1,30.0,58000000
sscc015,Jakarta Barat,Grogol,1,1,2,48.0,55000000
cdpa019,Tangerang,BSD City,1,1,0,33.0,45000000
pucb180,Jakarta Barat,Cengkareng,0,1,1,35.0,30000000
gdbb013,Jakarta Selatan,Pejaten,1,1,1,33.0,48000000
merd001,Jakarta Selatan,Cilandak,1,3,3,200.0,264000000
skva001,Tangerang,BSD City,1,1,0,21.0,32000000
esdd008,Jakarta Selatan,Dharmawangsa,1,2,3,150.0,425000000
mg2c055,Jakarta Barat,Tanjung Duren,1,1,2,42.0,55000000
tmbb116,Jakarta Pusat,Kemayoran,1,1,1,29.0,45000000
mg2d010,Jakarta Barat,Tanjung Duren,1,1,3,65.0,100000000
ds8c011,Jakarta Selatan,Senopati,1,2,2,105.0,441000000
pucb031,Jakarta Barat,Cengkareng,1,1,1,35.0,55000000
ssrc013,Jakarta Pusat,Sudirman,1,2,2,82.0,226800000
gpvc020,Jakarta Barat,Cengkareng,0,1,2,59.0,27000000
wsmc018,Jakarta Barat,Tanjung Duren,1,1,2,50.0,86900000
lvdf003,Jakarta Selatan,Tebet,1,1,2,48.0,88300000
btvb006,Jakarta Pusat,Bendungan Hilir,1,1,1,55.0,102000000
mqrd018,Jakarta Barat,Kebon Jeruk,1,2,3,138.0,150000000
lvdc019,Jakarta Selatan,Tebet,1,1,2,56.0,95000000
mg2d030,Jakarta Barat,Tanjung Duren,1,1,3,160.0,95000000
urka016,Tangerang,Karawaci,1,1,0,33.0,55000000
aspd018,Jakarta Selatan,Fatmawati,1,2,3,92.0,135000000
posd005,Jakarta Selatan,Lebak Bulus,1,2,3,126.0,108000000
pdha004,Tangerang,Alam Sutera,1,1,0,31.0,40000000
ocka004,Bekasi,Cikarang,1,1,0,30.0,52000000
hreb004,Jakarta Timur,MT Haryono,1,1,1,42.0,91000000
wgpc007,Jakarta Utara,Kelapa Gading,1,1,2,37.0,31000000
btvb021,Jakarta Pusat,Bendungan Hilir,1,1,1,54.0,132000000
apla002,Tangerang,Serpong,1,1,0,23.0,30000000
mrsc010,Tangerang,Serpong,0,1,2,39.0,50000000
trsd059,Jakarta Barat,Tanjung Duren,1,2,3,65.0,90000000
rorc005,Jakarta Selatan,Pejaten,1,1,2,52.0,96000000
bscc333,Jakarta Timur,Cipinang,1,1,2,36.0,50000000
lvnc041,Jakarta Selatan,Pancoran,1,1,2,72.0,120000000
crwc023,Jakarta Selatan,Kuningan,1,2,2,86.0,303800000
lvnc045,Jakarta Selatan,Pancoran,1,1,2,122.0,228000000
supc067,Jakarta Pusat,Sudirman,1,1,2,48.0,75600000
