No_Rooms,Bathroom,Longitude,Latitude,Furnished,Area,Total_Facilities,AnnualPrice
1,1,106.861756,-6.252397,1,36.0,23,46000000
2,1,106.842672,-6.224187000000001,1,76.0,24,204000000
2,1,106.87319099999999,-6.1879290000000005,1,33.0,23,45000000
0,1,106.82141499999999,-6.2165029999999994,1,29.0,21,60000000
2,1,106.75606100000002,-6.192081,1,36.0,22,39500000
0,1,106.91636000000001,-6.154351999999999,1,21.0,20,36000000
2,2,106.845853,-6.122102,0,132.0,18,100000000
2,1,106.890391,-6.149836,1,45.0,22,63000000
3,2,106.757651,-6.186415,0,88.0,17,73500000
2,1,106.73873,-6.190723,1,84.0,23,150000000
2,1,106.87319099999999,-6.1879290000000005,1,33.0,20,50100000
3,2,106.761852,-6.1969970000000005,0,140.0,9,120000000
1,1,106.762396,-6.200106,1,32.0,15,48800000
2,1,106.816842,-6.1973519999999995,1,60.0,24,108000000
2,1,106.84986599999999,-6.257697,1,36.0,23,54150000
2,1,106.89933,-6.224079,0,42.0,19,33600000
0,1,106.85716000000001,-6.14607,0,51.0,18,66000000
2,2,106.83846299999999,-6.191791,1,72.0,16,198000000
1,1,106.78874099999999,-6.1789190000000005,1,29.0,21,60000000
2,1,106.81865400000001,-6.194443,1,63.0,21,90000000
2,2,106.842672,-6.224187000000001,1,78.0,24,288000000
2,1,106.791301,-6.221632,1,80.0,22,120000000
2,1,106.84986599999999,-6.257697,1,33.0,22,59500000
0,1,106.65211299999999,-6.3064,1,28.0,20,39000000
2,1,106.85493600000001,-6.147823000000001,1,73.0,22,95000000
1,1,106.813631,-6.211458,1,55.0,23,102000000
0,1,106.799198,-6.202724,1,24.0,23,72000000
2,1,106.851836,-6.257162999999999,1,33.0,20,37700000
1,1,106.84527299999999,-6.222923000000001,1,86.0,24,156000000
0,1,106.83541799999999,-6.307531,1,60.0,22,60000000
2,1,106.851836,-6.257162999999999,1,33.0,20,47450000
1,1,106.85716000000001,-6.14607,1,33.0,22,46000000
2,2,106.767022,-6.273588,1,88.0,21,180000000
2,1,106.879075,-6.2250309999999995,1,36.0,19,57000000
1,1,106.63286599999999,-6.242534,1,23.0,18,26000000
2,1,106.83936299999999,-6.129877,1,41.0,21,50000000
2,1,106.816842,-6.1973519999999995,1,65.0,23,140000000
0,1,106.729326,-6.166036,1,26.0,20,35000000
3,2,106.78940800000001,-6.127298000000001,1,72.0,21,99000000
2,1,106.75606100000002,-6.192081,1,42.0,21,42000000
2,1,106.83936299999999,-6.129877,1,41.0,18,38000000
0,1,106.82013899999998,-6.221259,1,60.0,22,140000000
2,1,106.879075,-6.2250309999999995,1,34.0,19,54000000
2,1,106.791409,-6.282965,1,56.0,18,120000000
1,1,106.729326,-6.166036,1,35.0,20,55000000
1,1,106.83684699999999,-6.213647,1,40.0,21,96000000
1,1,106.845853,-6.122102,0,66.0,21,90000000
1,1,106.845853,-6.122102,1,66.0,23,81200000
2,1,106.789248,-6.176076,1,53.0,20,100000000
2,1,106.879075,-6.2250309999999995,1,45.0,20,60000000
2,3,106.834698,-6.217791,1,86.0,22,192000000
1,1,106.6809,-6.1615,1,21.0,12,29000000
2,1,106.73873,-6.190723,1,82.0,24,150000000
2,2,106.78608,-6.236956,1,202.0,24,582120000
0,1,106.729326,-6.166036,1,26.0,20,36000000
3,2,106.79539199999999,-6.303504,1,84.0,22,192000000
2,1,106.852251,-6.158357,1,55.0,22,60000000
0,1,106.79605600000001,-6.153652,1,31.0,20,35000000
2,2,106.779326,-6.107876999999999,1,76.0,22,75000000
2,2,106.788904,-6.24568,1,94.0,18,216000000
2,1,106.78816599999999,-6.175894,0,42.0,17,37000000
2,1,106.79605600000001,-6.153652,0,45.0,17,40000000
2,1,106.81802900000001,-6.205971,1,48.0,24,84000000
3,2,106.73873,-6.190723,1,112.0,24,150000000
0,1,106.879075,-6.2250309999999995,1,21.0,19,38000000
2,2,106.811453,-6.259374,1,89.0,13,180000000
2,1,106.85716000000001,-6.14607,1,70.0,22,84000000
0,1,106.85010700000001,-6.14907,1,33.0,13,60000000
1,1,106.793682,-6.180333999999999,1,37.0,20,60000000
3,1,106.7917,-6.1792,1,65.0,14,110000000
1,1,106.729326,-6.166036,1,35.0,20,45000000
0,1,106.832472,-6.360354,1,22.0,14,42000000
2,1,106.78834199999999,-6.174633999999999,0,35.0,20,39000000
2,1,106.62910600000001,-6.199893,0,38.45,18,27000000
2,1,106.879075,-6.2250309999999995,1,34.0,19,60000000
2,3,106.804426,-6.2587459999999995,1,134.0,22,360000000
2,2,106.842672,-6.224187000000001,1,84.0,23,264000000
1,1,106.765123,-6.216423000000001,1,47.0,18,37500000
2,1,106.87319099999999,-6.1879290000000005,1,33.0,21,60000000
1,1,106.829196,-6.224797,1,48.0,24,144000000
2,2,106.89321000000001,-6.175884,1,86.0,18,83000000
3,2,106.82821100000001,-6.223742,1,135.0,19,180000000
2,1,106.78834199999999,-6.174633999999999,1,40.0,21,47000000
0,1,106.83846299999999,-6.191791,1,28.0,21,87400000
2,1,106.789248,-6.176076,1,42.0,18,75000000
3,2,106.85355,-6.159930999999999,1,62.0,21,65000000
2,2,106.827032,-6.164002,1,98.0,24,80000000
2,2,106.842672,-6.224187000000001,1,74.0,24,200000000
2,1,106.778618,-6.109022,1,38.0,22,52000000
0,1,106.71927099999999,-6.155485,0,23.0,14,19000000
3,4,106.804426,-6.2587459999999995,1,168.0,22,336000000
1,1,106.85716000000001,-6.14607,0,29.0,19,35000000
1,1,106.810318,-6.255134,1,87.0,22,132000000
1,1,106.85185800000001,-6.200232,1,30.0,20,45000000
0,1,106.75606100000002,-6.192081,1,25.0,20,32400000
2,2,106.788904,-6.24568,1,91.0,24,238140000
2,2,106.835352,-6.212898,1,75.0,23,168000000
2,1,106.73873,-6.190723,1,84.0,24,128750000
2,1,106.78834199999999,-6.174633999999999,1,40.0,21,42000000
1,1,106.861756,-6.252397,1,30.0,21,36000000
2,1,106.723973,-6.195343,1,46.0,20,48000000
2,2,106.81638600000001,-6.222272,1,124.0,23,180000000
3,3,106.787401,-6.224566,1,110.0,22,195000000
2,1,106.84629199999999,-6.222918,1,42.0,24,120000000
1,1,106.6423,-6.3002,1,43.2,14,144000000
2,1,106.7429,-6.273751,1,40.0,20,58000000
2,2,106.811453,-6.259374,1,130.0,13,324000000
2,1,106.854417,-6.242630999999999,1,38.0,21,94500000
3,2,106.80712199999999,-6.121077,1,55.0,21,45000000
2,1,106.85276999999999,-6.154767,1,36.0,20,47000000
0,1,106.769194,-6.237472,1,22.0,18,41500000
2,1,106.75606100000002,-6.192081,1,35.0,21,45000000
0,1,106.81649499999999,-6.195839,1,30.0,23,73000000
2,1,106.85276999999999,-6.154767,0,36.0,12,30000000
1,1,106.89321000000001,-6.175884,1,41.0,16,70000000
1,1,106.85493600000001,-6.147823000000001,1,57.0,20,84000000
2,2,106.842672,-6.224187000000001,1,88.0,24,285600000
0,1,106.810318,-6.255134,1,60.0,22,144000000
2,1,106.75606100000002,-6.192081,1,35.0,20,40000000
0,1,106.87231100000001,-6.245309,1,37.0,20,55000000
2,1,106.75606100000002,-6.192081,1,38.0,20,40000000
2,1,106.83541799999999,-6.307531,1,36.0,23,52200000
0,1,106.7917,-6.1792,0,26.0,10,43500000
2,1,106.890391,-6.149836,1,45.0,22,65000000
0,1,106.757651,-6.186415,1,27.0,20,40000000
2,1,106.89933,-6.224079,1,42.0,20,46000000
2,1,106.8939,-6.4274,1,35.0,15,35000000
0,1,106.88373,-6.157527,1,22.0,19,24000000
3,2,106.852851,-6.153583,1,60.0,23,125000000
3,2,106.73873,-6.190723,0,158.0,19,180000000
2,1,106.62910600000001,-6.199893,0,38.45,15,20000000
2,1,106.866201,-6.245201,0,43.0,17,60000000
2,1,106.879075,-6.2250309999999995,1,35.0,19,52000000
2,2,106.728591,-6.182729,0,49.0,10,58000000
2,1,106.75606100000002,-6.192081,1,35.0,22,36000000
1,1,106.783318,-6.2201830000000005,1,65.0,23,162000000
2,1,106.823647,-6.210159,1,78.0,23,276000000
0,1,106.60767299999999,-6.228493,1,31.0,18,50000000
0,1,106.62910600000001,-6.199893,0,24.0,19,32000000
2,2,106.8272,-6.2824,1,82.0,14,130000000
3,2,106.7874,-6.2914,0,135.0,3,162000000
0,1,106.84986599999999,-6.257697,1,29.0,22,46000000
2,1,106.836638,-6.148474,0,42.0,14,50000000
3,2,106.787499,-6.24604,1,170.0,23,450000000
2,1,106.85276999999999,-6.154767,0,36.0,17,40000000
1,1,106.728591,-6.182729,1,37.0,13,38000000
2,1,106.868902,-6.243987000000001,1,58.0,19,66000000
2,1,106.82741100000001,-6.284048,1,49.0,21,70000000
2,1,106.875693,-6.164743,0,76.0,16,38000000
1,1,106.83561599999999,-6.188741,1,74.0,23,300000000
0,1,106.855352,-6.255808999999999,1,28.0,21,68000000
1,1,106.789934,-6.178351,1,45.0,24,100000000
3,2,106.80786200000001,-6.283451,1,210.0,22,516000000
0,1,106.62910600000001,-6.199893,0,25.0,20,19000000
1,1,106.63316999999999,-6.194771,1,45.0,22,80000000
2,1,106.78834199999999,-6.174633999999999,1,40.0,21,35000000
2,1,106.890391,-6.149836,1,42.0,24,65000000
0,1,106.9791,-6.2507,1,27.0,15,40000000
2,1,106.85716000000001,-6.14607,0,49.0,17,75000000
0,1,106.81915900000001,-6.226598,1,33.0,23,72000000
0,1,106.729326,-6.166036,0,26.0,16,30000000
0,1,106.75606100000002,-6.192081,1,22.0,19,32500000
2,1,106.789248,-6.176076,1,42.0,20,65000000
0,1,106.778618,-6.109022,1,21.0,22,28000000
2,1,106.712876,-6.151427,1,48.0,19,65000000
0,1,106.729326,-6.166036,1,26.0,20,33000000
2,1,106.85121799999999,-6.224483,1,39.0,19,82000000
0,1,106.832472,-6.360354,1,23.0,14,36000000
2,1,106.793302,-6.177578,1,88.0,22,95000000
2,1,106.879075,-6.2250309999999995,1,33.0,21,51000000
2,1,106.813631,-6.211458,1,85.0,23,144000000
2,1,106.7917,-6.1792,1,50.0,8,80000000
0,1,106.7082,-6.2708,1,21.0,14,42000000
0,1,106.83846299999999,-6.191791,1,33.0,21,100000000
3,2,106.816842,-6.1973519999999995,1,112.0,24,216000000
0,1,106.71540900000001,-6.174903,1,22.0,18,25000000
0,1,106.83846299999999,-6.191791,1,33.0,22,145000000
0,1,106.861756,-6.252397,1,22.0,21,43000000
2,1,106.757651,-6.186415,1,53.0,21,72000000
0,1,106.6379,-6.2246,0,22.5,13,27000000
2,2,106.83846299999999,-6.191791,1,72.0,22,300000000
1,1,106.85068999999999,-6.146146,0,79.0,17,70000000
2,1,106.890391,-6.149836,1,35.0,22,45000000
0,1,106.728591,-6.182729,0,26.0,11,35000000
1,1,106.7917,-6.1792,1,50.0,8,75000000
0,1,106.838974,-6.180433,1,35.0,23,81600000
0,1,106.60767299999999,-6.228493,1,33.0,20,50000000
2,1,106.729326,-6.166036,1,50.0,22,69300000
0,1,106.856909,-6.149478,1,22.0,19,35000000
1,1,106.94893300000001,-6.203631,1,30.0,20,36000000
2,1,106.91636000000001,-6.154351999999999,0,42.0,16,25000000
1,1,106.85010700000001,-6.14907,1,38.0,14,60000000
3,3,106.814773,-6.265249,1,198.0,23,421200000
0,1,106.757651,-6.186415,1,29.0,21,44000000
2,1,106.756009,-6.189388,1,75.0,21,107350000
2,3,106.793302,-6.177578,1,146.0,24,187000000
1,1,106.769194,-6.237472,1,33.0,20,46000000
1,1,106.78874099999999,-6.1789190000000005,1,30.0,21,55000000
3,2,106.852851,-6.153583,1,100.0,23,120000000
2,1,106.7917,-6.1792,0,50.0,13,80000000
2,1,106.78816599999999,-6.175894,1,42.0,23,52000000
1,1,106.85716000000001,-6.14607,0,46.0,16,54350000
2,1,106.8944,-6.159513,1,43.0,20,45000000
1,1,106.8163,-6.2156,1,42.0,9,190000000
2,1,106.7917,-6.1792,1,44.0,14,82000000
2,1,106.778618,-6.109022,1,36.0,24,40000000
3,2,106.80329499999999,-6.224544,1,92.0,21,288000000
0,1,106.728591,-6.182729,0,27.0,9,22000000
1,1,106.9791,-6.2507,1,26.0,15,48000000
2,1,106.879075,-6.2250309999999995,1,34.0,20,54000000
2,1,106.85493600000001,-6.147823000000001,1,62.0,22,70000000
2,1,106.890391,-6.149836,1,45.0,23,60000000
2,2,106.811453,-6.259374,1,120.0,22,240000000
0,1,106.915901,-6.14809,1,24.0,24,35000000
0,1,106.75606100000002,-6.192081,1,22.0,21,40000000
1,1,106.762396,-6.200106,1,33.0,16,50000000
2,1,106.79605600000001,-6.153652,1,55.0,20,60000000
0,1,106.85185800000001,-6.200232,1,27.0,14,30000000
3,2,106.787499,-6.24604,1,149.0,23,567000000
2,1,106.879075,-6.2250309999999995,1,35.0,19,52500000
2,1,106.879075,-6.2250309999999995,1,33.0,19,63000000
0,1,106.757651,-6.186415,1,27.0,20,42000000
0,1,106.87231100000001,-6.245309,0,37.0,18,72000000
0,1,106.83846299999999,-6.191791,0,32.0,20,77000000
3,3,106.73873,-6.190723,0,200.0,18,140000000
1,1,106.780328,-6.265013,1,85.0,24,260000000
2,1,106.85716000000001,-6.14607,1,60.0,22,85000000
2,2,106.787499,-6.24604,1,146.0,23,420000000
2,1,106.814697,-6.147543,1,49.0,21,70600000
0,1,106.999,-6.2224,1,21.0,15,25000000
2,1,106.91636000000001,-6.154351999999999,1,35.0,22,30000000
1,1,106.87319099999999,-6.1879290000000005,1,21.0,16,35000000
2,1,106.836684,-6.2196370000000005,1,74.0,24,132450000
3,2,106.7917,-6.1792,0,65.0,10,78000000
2,2,106.91663799999999,-6.169078,1,100.0,23,60000000
2,2,106.79539199999999,-6.303504,1,54.0,22,97450000
1,1,106.861756,-6.252397,0,30.0,17,40000000
1,1,106.712876,-6.151427,1,37.0,19,45000000
0,1,106.83846299999999,-6.191791,1,28.0,22,78000000
2,1,106.875949,-6.144769999999999,1,42.0,18,40000000
2,1,106.729326,-6.166036,0,50.0,13,35000000
1,1,106.84297099999999,-6.24805,1,59.0,20,120000000
0,1,106.834047,-6.149718,1,30.0,20,45000000
0,1,106.85010700000001,-6.14907,1,33.0,13,50000000
1,1,106.89321000000001,-6.175884,1,41.0,17,49800000
2,2,106.839674,-6.142811,0,160.0,22,43000000
2,2,106.795177,-6.28109,1,128.0,24,381000000
2,1,106.9902,-6.2565,1,35.0,11,48000000
2,1,106.879075,-6.2250309999999995,0,34.0,17,30000000
1,1,106.83684699999999,-6.213647,1,47.0,20,84000000
2,1,106.83936299999999,-6.129877,1,41.0,19,55000000
2,2,106.84629199999999,-6.222918,1,62.0,24,120000000
0,1,106.75921299999999,-6.258118,1,22.0,20,42000000
0,1,106.6381,-6.3043,1,26.0,19,60000000
0,1,106.65211299999999,-6.3064,1,22.0,20,35000000
2,2,106.811453,-6.259374,1,143.0,13,295000000
2,1,106.84986599999999,-6.257697,1,36.0,23,66000000
2,1,106.879075,-6.2250309999999995,1,30.0,19,48000000
2,2,106.780328,-6.265013,1,110.0,24,336000000
0,1,106.682451,-6.293003,1,23.0,14,30000000
2,1,106.769194,-6.237472,1,69.0,21,96000000
2,1,106.84986599999999,-6.257697,1,34.0,23,50000000
0,1,106.729326,-6.166036,0,36.0,15,30000000
3,2,106.73873,-6.190723,1,90.0,24,108000000
2,1,106.7917,-6.1792,1,65.0,14,109000000
3,3,106.82419399999999,-6.227334,1,108.0,24,299880000
1,1,106.78834199999999,-6.174633999999999,1,26.0,21,43500000
2,2,106.845853,-6.122102,1,122.0,23,130000000
2,1,106.87319099999999,-6.1879290000000005,1,33.0,18,50000000
2,1,106.90444099999999,-6.181255,1,36.0,20,24500000
0,1,106.892794,-6.17518,1,21.0,17,25000000
2,2,106.73873,-6.190723,1,96.0,24,150000000
3,2,106.735243,-6.185323,1,71.0,22,80000000
0,1,106.832472,-6.360354,1,21.0,13,36000000
1,1,106.78874099999999,-6.1789190000000005,1,25.0,21,54150000
1,1,106.6423,-6.3002,1,57.82,14,98000000
0,1,106.866201,-6.245201,0,26.0,17,45000000
2,2,106.78446399999999,-6.222933,1,165.0,21,216000000
2,1,106.85493600000001,-6.147823000000001,0,70.0,16,80000000
2,1,106.85355,-6.159930999999999,1,45.0,21,45000000
2,1,106.85493600000001,-6.147823000000001,1,70.0,22,65250000
2,1,106.836638,-6.148474,1,54.0,22,60000000
2,1,106.866201,-6.245201,1,44.0,19,65000000
2,1,106.78816599999999,-6.175894,1,43.0,17,44000000
1,1,106.780328,-6.265013,1,65.0,24,324000000
3,2,106.81608600000001,-6.220197,1,100.0,22,243100000
2,1,106.879075,-6.2250309999999995,1,34.0,21,56300000
4,3,106.73873,-6.190723,1,157.0,23,300000000
2,1,106.851836,-6.257162999999999,1,35.0,20,60600000
1,1,106.784221,-6.2442720000000005,1,40.0,23,144000000
2,1,106.87319099999999,-6.1879290000000005,1,33.0,20,50400000
1,1,106.789248,-6.176076,1,35.0,19,75000000
0,1,106.745504,-6.317627,1,21.0,19,28000000
0,1,106.87319099999999,-6.1879290000000005,1,21.0,21,35000000
2,2,106.83846299999999,-6.191791,1,72.0,22,240000000
2,3,106.83676000000001,-6.218768,1,80.0,24,102000000
2,1,106.793302,-6.177578,1,88.0,24,90000000
1,1,106.85716000000001,-6.14607,0,50.0,18,59800000
0,1,106.728591,-6.182729,1,26.0,12,35500000
2,1,106.757651,-6.186415,0,53.0,16,50000000
3,2,106.787401,-6.224566,1,108.0,22,243100000
1,1,106.813631,-6.211458,1,38.0,14,60000000
2,1,106.71927099999999,-6.155485,0,34.0,17,22000000
2,1,106.900954,-6.168483,1,46.0,19,34000000
2,2,106.791409,-6.282965,1,84.0,18,132000000
2,2,106.834236,-6.225832,1,92.0,24,168000000
2,1,106.81915900000001,-6.226598,1,70.0,23,120000000
0,1,106.91636000000001,-6.154351999999999,1,26.0,21,26000000
2,1,106.91636000000001,-6.154351999999999,1,35.0,20,36000000
2,2,106.827032,-6.164002,1,106.0,24,100100000
2,1,106.83541799999999,-6.307531,1,38.0,22,56400000
1,1,106.810318,-6.255134,1,87.0,22,144000000
3,2,106.84629199999999,-6.222918,1,54.0,23,96000000
0,1,106.63286599999999,-6.242534,1,24.0,13,35000000
2,1,106.83684699999999,-6.213647,1,60.0,21,115000000
1,1,106.78874099999999,-6.1789190000000005,1,29.0,21,55000000
2,2,106.81865400000001,-6.194443,1,77.0,19,130000000
2,1,106.79605600000001,-6.153652,1,48.0,20,55000000
2,1,106.87319099999999,-6.1879290000000005,1,34.0,20,43000000
2,2,106.789934,-6.178351,1,82.0,24,125000000
2,1,106.85276999999999,-6.154767,1,36.0,20,35000000
1,1,106.845853,-6.122102,1,66.0,23,77000000
0,1,106.81915900000001,-6.226598,1,37.0,24,84000000
2,1,106.828806,-6.215463,1,63.0,15,195000000
1,1,106.816842,-6.1973519999999995,1,42.0,24,104350000
2,1,106.762396,-6.200106,1,44.0,16,65000000
2,1,106.81649499999999,-6.195839,1,60.0,23,149000000
2,1,106.90444099999999,-6.181255,0,40.0,20,27500000
0,1,106.83846299999999,-6.191791,1,28.0,22,84000000
3,1,106.875693,-6.164743,1,99.0,20,65000000
2,1,106.843171,-6.236462,1,53.0,21,90000000
3,2,106.90886699999999,-6.158494999999999,1,151.0,22,260000000
2,1,106.804426,-6.2587459999999995,0,98.0,19,230000000
1,1,106.6304,-6.1439,0,27.0,9,40000000
3,3,106.811453,-6.259374,1,204.0,22,570000000
1,1,106.818351,-6.208956,0,86.0,17,190000000
0,1,106.6919,-6.2924,1,23.0,13,26500000
3,2,106.842672,-6.224187000000001,1,135.0,24,307800000
3,2,106.789248,-6.176076,1,110.0,20,185000000
2,1,106.83846299999999,-6.191791,1,58.0,22,195000000
3,2,106.875693,-6.164743,0,75.0,19,40000000
1,1,106.84297099999999,-6.24805,1,65.0,13,120000000
2,1,106.836638,-6.148474,1,42.3,20,84000000
2,1,106.779326,-6.107876999999999,1,75.0,22,120000000
3,3,106.829196,-6.224797,1,121.0,24,264000000
3,2,106.85010700000001,-6.14907,1,73.0,13,90000000
2,1,106.78834199999999,-6.174633999999999,1,40.0,21,40000000
1,1,106.85716000000001,-6.14607,1,33.0,22,60000000
2,1,106.879075,-6.2250309999999995,1,36.0,21,50000000
1,1,106.750249,-6.112092,0,51.0,9,75000000
2,1,106.91636000000001,-6.154351999999999,1,29.0,22,30000000
3,2,106.62910600000001,-6.199893,0,64.0,18,45000000
0,1,106.762396,-6.200106,1,22.0,15,38900000
0,1,107.0099,-6.25352,0,21.0,10,22500000
2,2,106.829196,-6.224797,1,90.0,24,275400000
3,3,106.77816000000001,-6.289954,1,116.0,23,108000000
1,1,106.869542,-6.341016000000001,1,30.0,20,42000000
1,1,106.84297099999999,-6.24805,1,63.0,21,132000000
2,2,106.827032,-6.164002,1,119.0,24,150000000
1,1,106.813631,-6.211458,1,55.0,22,144000000
1,1,106.762396,-6.200106,1,32.0,15,35000000
2,2,106.811453,-6.259374,1,124.0,13,300000000
0,1,106.85061100000001,-6.155864,0,42.0,18,34500000
3,2,106.80712199999999,-6.121077,0,55.0,16,30000000
1,1,106.62910600000001,-6.199893,1,24.0,19,25000000
2,1,106.87319099999999,-6.1879290000000005,1,33.0,21,34000000
2,1,106.84297099999999,-6.24805,1,70.0,22,168000000
1,1,106.8272,-6.2824,1,44.0,13,110000000
0,1,106.62910600000001,-6.199893,1,23.0,19,35000000
2,3,106.804426,-6.2587459999999995,1,136.0,22,360000000
0,1,106.88373,-6.157527,1,22.0,21,42000000
2,1,106.85716000000001,-6.14607,0,46.0,19,55000000
1,1,106.815474,-6.194509,1,36.0,20,90000000
2,1,106.879075,-6.2250309999999995,1,35.0,20,53000000
2,1,106.811453,-6.259374,1,73.0,13,168000000
3,1,106.84986599999999,-6.257697,1,43.0,22,70400000
2,1,106.84986599999999,-6.257697,1,34.0,23,50000000
2,1,106.85493600000001,-6.147823000000001,1,85.0,22,95000000
2,1,106.73873,-6.190723,1,88.0,24,155000000
0,0,106.9247,-6.1698,1,28.0,18,36000000
3,2,106.84629199999999,-6.222918,1,76.0,24,120000000
1,1,106.816842,-6.1973519999999995,1,42.0,24,104350000
2,1,106.816842,-6.1973519999999995,1,57.0,23,108000000
4,3,106.795177,-6.28109,1,214.0,24,516000000
3,2,106.79539199999999,-6.303504,1,102.0,22,204050000
0,1,106.65211299999999,-6.3064,1,37.0,19,35000000
2,2,106.804426,-6.2587459999999995,1,136.0,22,405000000
1,1,106.63316999999999,-6.194771,1,45.0,22,80000000
3,1,106.84986599999999,-6.257697,1,50.0,22,84750000
0,1,106.75606100000002,-6.192081,1,21.0,19,28000000
1,1,106.789248,-6.176076,1,36.0,19,60000000
2,1,106.828806,-6.215463,1,80.0,24,291600000
2,1,106.81802900000001,-6.205971,1,48.0,23,100400000
0,1,106.83846299999999,-6.191791,0,33.0,20,75000000
2,1,106.87319099999999,-6.1879290000000005,1,33.0,23,45000000
3,2,106.789934,-6.178351,1,113.0,24,210000000
1,1,106.6522,-6.307,1,36.0,17,45000000
1,1,106.814697,-6.147543,1,32.0,21,45000000
0,1,106.81915900000001,-6.226598,1,34.0,23,72000000
2,2,106.84297099999999,-6.24805,0,104.0,14,155000000
3,2,106.789934,-6.178351,0,110.0,16,150000000
1,1,106.75606100000002,-6.192081,0,35.0,20,33000000
0,1,106.83541799999999,-6.307531,1,22.0,22,34000000
2,1,106.856225,-6.195084,1,54.0,20,75000000
3,2,106.84629199999999,-6.222918,1,62.0,24,105000000
0,1,106.723973,-6.195343,0,27.0,14,30000000
1,1,106.85068999999999,-6.146146,1,76.0,23,120000000
0,1,106.87319099999999,-6.1879290000000005,1,21.0,20,43300000
2,1,106.85493600000001,-6.147823000000001,1,62.0,20,70200000
2,2,106.78626799999999,-6.294585,1,106.0,24,220000000
2,2,106.791409,-6.282965,1,94.0,18,180000000
0,1,106.879075,-6.2250309999999995,1,24.0,21,40000000
0,1,106.831123,-6.222417,1,33.0,21,120000000
2,1,106.84297099999999,-6.24805,1,72.0,21,120000000
3,2,106.73612299999999,-6.1863150000000005,0,147.0,19,200000000
2,2,106.834236,-6.225832,1,93.0,24,170000000
2,1,106.8944,-6.159513,1,42.0,21,40000000
3,2,106.83561599999999,-6.188741,1,142.0,23,318000000
1,1,106.85716000000001,-6.14607,1,33.0,22,45000000
2,1,106.75606100000002,-6.192081,1,35.0,21,38000000
2,2,106.845853,-6.122102,1,132.0,24,140000000
0,1,106.90444099999999,-6.181255,1,21.0,19,27000000
2,1,106.82419399999999,-6.227334,1,56.0,24,144000000
0,1,106.869542,-6.341016000000001,1,29.0,19,38000000
2,1,106.7917,-6.1792,0,50.0,11,70000000
0,1,106.728591,-6.182729,1,28.0,14,45000000
1,1,106.815474,-6.194509,1,35.0,16,70000000
1,1,106.856909,-6.149478,1,23.0,20,42000000
0,1,106.778618,-6.109022,1,21.0,21,26000000
3,2,106.78940800000001,-6.127298000000001,1,69.0,21,100000000
2,2,106.8311,-6.2232,1,97.0,8,300000000
2,1,106.843171,-6.236462,1,48.0,20,114000000
0,1,106.757651,-6.186415,1,28.0,18,40000000
2,1,106.84986599999999,-6.257697,1,42.0,20,52500000
2,1,106.854417,-6.242630999999999,1,38.0,24,65000000
2,1,106.88373,-6.157527,1,35.0,20,35000000
1,1,106.82741100000001,-6.284048,1,37.0,22,52500000
0,1,106.85716000000001,-6.14607,0,40.0,19,45000000
0,1,106.636633,-6.154271,0,24.0,19,26400000
0,1,106.757651,-6.186415,1,27.0,20,47250000
2,1,106.815297,-6.149237,1,46.0,17,44000000
2,2,106.80923999999999,-6.213072,1,91.0,23,176000000
2,1,106.85493600000001,-6.147823000000001,1,46.0,21,65000000
2,1,106.804426,-6.2587459999999995,1,71.0,22,226800000
1,1,106.816326,-6.183112,1,42.0,20,90000000
1,1,106.816842,-6.1973519999999995,1,40.0,23,90000000
0,1,106.729326,-6.166036,1,26.0,21,35000000
1,1,106.789248,-6.176076,1,33.0,18,75000000
1,2,106.79010500000001,-6.174872,1,100.0,20,200000000
2,2,106.767022,-6.273588,0,80.0,12,90000000
2,1,106.7917,-6.1792,1,50.0,15,105000000
2,2,106.85068999999999,-6.146146,0,165.0,19,170050000
1,1,106.856909,-6.149478,1,32.0,20,45000000
0,1,106.81915900000001,-6.226598,1,33.0,24,72000000
2,1,106.851836,-6.257162999999999,1,35.0,20,60600000
2,1,106.91636000000001,-6.154351999999999,0,35.0,16,20000000
1,1,106.762396,-6.200106,0,43.0,14,55000000
1,1,106.815474,-6.194509,1,38.0,21,78000000
3,2,106.78608,-6.236956,1,245.0,24,705600000
1,1,106.83684699999999,-6.213647,1,40.0,20,90000000
2,2,106.84527299999999,-6.222923000000001,1,125.0,24,350000000
2,1,106.75921299999999,-6.258118,0,36.0,17,40000000
3,2,106.85716000000001,-6.14607,1,90.0,22,100000000
3,2,106.761852,-6.1969970000000005,0,138.0,13,100000000
2,1,106.87319099999999,-6.1879290000000005,1,33.0,17,45000000
2,1,106.75606100000002,-6.192081,1,35.0,20,40000000
0,1,106.892794,-6.17518,1,21.0,18,32000000
3,1,106.81608600000001,-6.220197,1,100.0,22,160000000
2,2,106.788904,-6.24568,1,91.0,23,264600000
2,1,106.78834199999999,-6.174633999999999,1,40.0,19,36000000
1,1,106.762396,-6.200106,1,32.0,16,40000000
2,1,106.853714,-6.134868,1,47.0,20,48000000
0,1,106.834047,-6.149718,1,25.0,19,35000000
2,1,106.78816599999999,-6.175894,0,42.0,20,45000000
2,1,106.85493600000001,-6.147823000000001,1,62.0,22,72000000
1,1,106.81865400000001,-6.194443,1,40.0,21,94000000
0,1,106.778618,-6.109022,1,21.0,21,30000000
0,1,106.65211299999999,-6.3064,1,28.0,22,37000000
2,1,106.87319099999999,-6.1879290000000005,1,34.0,21,45000000
0,1,106.745504,-6.317627,1,22.0,16,29000000
