No_Rooms,Bathroom,Longitude,Latitude,Furnished,Area,Total_Facilities,AnnualPrice
2,1,106.87319099999999,-6.1879290000000005,1,33.0,22,55000000
3,3,106.81638600000001,-6.222272,0,182.0,19,324000000
2,1,106.856909,-6.149478,1,49.0,21,59800000
0,1,106.757651,-6.186415,1,32.0,19,49000000
0,1,106.81649499999999,-6.195839,1,29.0,21,70950000
2,1,106.729326,-6.166036,1,50.0,20,50000000
2,1,106.9934,-6.2434,0,36.0,11,22500000
3,3,106.832725,-6.209912,1,136.0,22,210000000
0,1,106.866201,-6.245201,1,26.0,17,60000000
2,1,106.75606100000002,-6.192081,1,35.0,20,36000000
2,1,106.769194,-6.237472,1,49.0,15,77000000
2,2,106.778618,-6.109022,1,82.0,24,115000000
2,1,106.88373,-6.157527,1,35.0,19,43500000
2,1,106.836638,-6.148474,1,41.0,21,65000000
0,1,106.875949,-6.144769999999999,0,21.0,15,20000000
1,1,106.729326,-6.166036,0,35.0,19,27000000
2,2,106.81845600000001,-6.210033999999999,1,115.0,24,240000000
1,1,106.81865400000001,-6.194443,1,40.0,20,96000000
2,2,106.79539199999999,-6.303504,1,83.0,21,179000000
2,1,106.879075,-6.2250309999999995,1,34.0,19,50000000
1,1,106.78874099999999,-6.1789190000000005,1,35.0,20,60000000
2,1,106.789248,-6.176076,1,53.0,20,95000000
2,1,106.851836,-6.257162999999999,1,33.0,20,47450000
2,2,106.779326,-6.107876999999999,1,77.0,21,80000000
3,3,106.761852,-6.1969970000000005,0,140.0,13,120000000
2,1,106.85010700000001,-6.14907,1,60.0,13,80000000
1,1,106.842672,-6.224187000000001,1,43.0,24,207450000
0,1,106.836638,-6.148474,0,23.0,17,36000000
1,1,106.816326,-6.183112,1,45.0,21,102000000
1,1,106.816842,-6.1973519999999995,1,42.0,23,85000000
1,1,106.813631,-6.211458,1,42.0,23,126000000
2,1,106.81915900000001,-6.226598,1,68.0,23,156000000
2,1,106.78816599999999,-6.175894,1,42.0,17,53000000
2,2,106.761852,-6.1969970000000005,1,72.0,18,90000000
2,1,106.7917,-6.1792,0,50.0,11,72000000
2,1,106.85185800000001,-6.200232,1,30.0,20,51000000
2,2,106.82241,-6.208183999999999,1,88.0,22,300000000
1,1,106.729326,-6.166036,0,35.0,13,37200000
1,1,106.78834199999999,-6.174633999999999,1,30.0,21,30000000
0,1,106.65211299999999,-6.3064,1,26.0,22,48000000
0,1,106.83846299999999,-6.191791,1,28.0,21,108000000
3,2,106.819529,-6.209877,1,110.0,24,275400000
1,1,106.83684699999999,-6.213647,1,47.0,20,55000000
1,1,106.6285,-6.2144,1,65.0,13,110000000
0,1,106.7917,-6.1792,1,26.0,13,48000000
0,1,106.83541799999999,-6.307531,1,22.0,21,42000000
2,1,106.79605600000001,-6.153652,1,48.0,19,48000000
1,1,106.729326,-6.166036,0,35.0,14,35000000
0,1,106.75921299999999,-6.258118,1,22.0,20,48000000
2,2,106.84297099999999,-6.24805,1,104.0,22,216000000
2,2,106.761852,-6.1969970000000005,1,76.0,18,85000000
1,1,106.762396,-6.200106,1,31.0,15,48000000
2,1,106.85716000000001,-6.14607,0,49.0,16,50000000
2,1,106.854417,-6.242630999999999,1,40.0,22,78500000
1,1,106.9791,-6.2507,1,35.0,15,40000000
0,1,106.811453,-6.259374,1,43.0,21,150000000
3,3,106.73873,-6.190723,1,158.0,15,280000000
2,2,106.85276999999999,-6.154767,1,72.0,21,85000000
2,1,106.851836,-6.257162999999999,1,33.0,20,47450000
2,1,106.85493600000001,-6.147823000000001,0,70.0,17,80000000
0,1,106.729326,-6.166036,0,26.0,19,35000000
2,2,106.78626799999999,-6.294585,1,100.0,24,216000000
2,1,106.94893300000001,-6.203631,1,36.0,20,36000000
2,1,106.84986599999999,-6.257697,1,36.0,22,48000000
0,1,106.83541799999999,-6.307531,1,30.0,22,78000000
2,1,106.84297099999999,-6.24805,1,122.0,22,204000000
2,1,106.9791,-6.2507,1,65.0,17,90000000
0,1,106.7428,-6.2735,1,28.0,14,55000000
2,2,106.81865400000001,-6.194443,1,74.0,21,120000000
1,1,106.729326,-6.166036,1,35.0,21,43000000
1,1,106.806005,-6.228974,1,75.0,23,231000000
2,2,106.73612299999999,-6.1863150000000005,1,113.0,21,142900000
2,1,106.75606100000002,-6.192081,1,35.0,20,38000000
1,1,106.815297,-6.149237,1,36.0,18,40700000
2,1,106.769194,-6.237472,1,50.0,20,85000000
0,1,106.9791,-6.2507,0,36.0,13,44400000
2,2,106.84629199999999,-6.222918,1,62.0,22,132000000
1,1,106.789248,-6.176076,1,33.0,19,75000000
2,1,106.78816599999999,-6.175894,1,42.0,23,56000000
2,1,106.79605600000001,-6.153652,1,48.0,20,48000000
3,2,106.82673999999999,-6.264646,1,220.0,21,358800000
3,2,106.823647,-6.210159,1,159.0,23,372600000
2,2,106.842672,-6.224187000000001,1,72.0,24,156000000
2,1,106.82013899999998,-6.221259,1,86.0,22,250000000
1,1,106.816326,-6.183112,1,45.0,20,90000000
2,1,106.84297099999999,-6.24805,1,99.0,21,186000000
2,1,106.861756,-6.252397,0,43.0,17,31000000
2,1,106.853714,-6.134868,1,42.0,21,43300000
0,1,106.80923999999999,-6.213072,1,34.0,23,102100000
2,1,106.791409,-6.282965,1,58.0,24,130000000
2,1,106.91636000000001,-6.154351999999999,1,35.0,21,27000000
2,1,106.87319099999999,-6.1879290000000005,1,34.0,20,65200000
1,1,106.80923999999999,-6.213072,1,85.0,23,162000000
2,1,106.75606100000002,-6.192081,1,35.0,20,38000000
2,1,106.84986599999999,-6.257697,1,45.0,22,84000000
2,1,106.79539199999999,-6.303504,1,48.0,20,96000000
1,1,106.810318,-6.255134,1,87.0,22,240000000
0,1,106.9791,-6.2507,1,26.0,16,37000000
2,1,106.879075,-6.2250309999999995,1,48.0,21,78750000
1,1,106.78874099999999,-6.1789190000000005,0,35.0,18,40000000
3,2,106.85068999999999,-6.146146,0,192.0,19,165000000
0,1,106.83846299999999,-6.191791,1,33.0,22,120000000
2,1,106.83684699999999,-6.213647,1,60.0,21,120000000
2,1,106.723973,-6.195343,0,44.0,15,27500000
2,1,106.804426,-6.2587459999999995,1,84.0,22,168000000
3,2,106.82419399999999,-6.227334,1,104.0,24,264000000
1,1,106.834047,-6.149718,1,25.0,15,40000000
2,1,106.83541799999999,-6.307531,1,50.0,22,50000000
0,1,106.729326,-6.166036,1,26.0,20,34000000
2,1,106.87319099999999,-6.1879290000000005,1,33.0,22,37000000
2,1,106.769194,-6.237472,1,38.0,19,56850000
1,1,106.78874099999999,-6.1789190000000005,1,28.0,19,55000000
1,1,106.89321000000001,-6.175884,1,41.0,18,50000000
1,1,106.813631,-6.211458,1,50.0,22,84000000
2,1,106.832645,-6.16298,1,49.0,23,78000000
1,1,106.789934,-6.178351,1,44.0,23,95000000
3,2,106.73873,-6.190723,1,112.0,24,150000000
2,1,106.890391,-6.149836,1,45.0,24,49000000
3,2,106.791409,-6.282965,1,138.0,15,240000000
2,1,106.723973,-6.195343,1,44.0,20,55000000
2,1,106.91636000000001,-6.154351999999999,1,35.0,21,30000000
2,1,106.893772,-6.151886,1,42.0,18,60000000
0,1,106.832472,-6.360354,1,24.0,14,36000000
1,1,106.729326,-6.166036,1,35.0,20,45000000
0,1,106.83846299999999,-6.191791,1,33.0,22,85000000
2,1,106.804426,-6.2587459999999995,1,71.0,22,156000000
2,2,106.80668,-6.2284440000000005,1,105.0,18,441000000
2,1,106.73191299999999,-6.13626,0,42.0,21,32000000
0,1,106.9791,-6.2507,1,26.0,16,42000000
1,1,106.6423,-6.3002,1,42.0,7,110000000
2,1,106.702853,-6.131089,1,44.0,22,70700000
2,1,106.819529,-6.209877,1,88.0,18,168000000
2,1,106.83846299999999,-6.191791,1,64.0,16,120000000
2,1,106.791409,-6.282965,1,60.0,24,105000000
1,1,106.81915900000001,-6.226598,1,45.0,24,96000000
3,3,106.798162,-6.200393,1,121.0,22,114000000
2,1,106.87319099999999,-6.1879290000000005,1,35.0,20,54150000
3,3,106.791409,-6.282965,0,146.0,15,240000000
2,2,106.84527299999999,-6.222923000000001,1,125.0,24,265000000
3,2,106.615252,-6.256026,1,70.0,12,65000000
2,1,106.90444099999999,-6.181255,1,36.0,20,24500000
2,1,106.79605600000001,-6.153652,1,48.0,18,50000000
2,1,106.999,-6.2224,0,42.0,11,30000000
1,3,106.85716000000001,-6.14607,1,30.0,20,50000000
1,1,106.62910600000001,-6.199893,1,24.0,20,35000000
1,1,106.83561599999999,-6.188741,1,74.0,23,300000000
2,1,106.813631,-6.211458,1,90.0,23,180000000
2,1,106.816842,-6.1973519999999995,1,58.0,23,126000000
1,1,106.85716000000001,-6.14607,1,29.0,22,60000000
1,1,106.6423,-6.3002,1,48.0,16,108000000
1,1,106.6575,-6.2384,1,45.0,14,65000000
1,1,106.745504,-6.317627,1,33.0,20,44000000
1,1,106.866201,-6.245201,1,38.0,19,66000000
2,2,106.836684,-6.2196370000000005,1,74.0,24,126000000
2,1,106.85010700000001,-6.14907,1,58.0,14,75000000
2,3,106.804426,-6.2587459999999995,1,163.0,22,336000000
2,1,106.79605600000001,-6.153652,1,55.0,20,50000000
1,1,106.85068999999999,-6.146146,1,79.0,24,120000000
0,1,106.854417,-6.242630999999999,1,24.0,22,57000000
2,1,106.866201,-6.245201,1,43.0,21,90000000
2,1,106.85716000000001,-6.14607,0,52.0,18,72000000
1,1,106.856909,-6.149478,0,33.0,20,30000000
3,2,106.767839,-6.1887989999999995,0,155.0,21,160000000
1,1,106.83684699999999,-6.213647,1,40.0,20,96000000
0,1,106.60767299999999,-6.228493,1,35.0,20,50000000
1,2,106.60767299999999,-6.228493,0,60.0,16,50000000
2,1,106.804426,-6.2587459999999995,1,64.0,16,156000000
0,1,106.729326,-6.166036,0,26.0,18,33000000
2,1,106.71927099999999,-6.155485,0,59.0,13,27000000
2,2,106.836684,-6.2196370000000005,1,80.0,24,143450000
0,1,106.87319099999999,-6.1879290000000005,1,31.0,21,45000000
2,1,106.75606100000002,-6.192081,1,35.0,21,42000000
2,1,106.851836,-6.257162999999999,1,36.0,20,50000000
2,1,106.81865400000001,-6.194443,1,50.0,20,100800000
1,1,106.816326,-6.183112,1,45.0,20,90000000
1,1,106.791409,-6.282965,1,58.0,24,126000000
2,1,106.7917,-6.1792,1,55.0,14,90000000
2,2,106.819529,-6.209877,1,89.0,22,226800000
3,2,106.79605600000001,-6.153652,1,80.0,19,75000000
2,1,106.815474,-6.194509,1,50.0,21,100800000
2,1,106.8866,-6.3697,0,35.0,9,40000000
2,1,106.87319099999999,-6.1879290000000005,1,33.0,21,50000000
2,1,106.853714,-6.134868,1,48.0,19,40000000
2,1,106.729326,-6.166036,0,50.0,15,37000000
2,1,106.78816599999999,-6.175894,1,42.0,23,52000000
3,3,106.824316,-6.209221,1,236.0,23,600000000
3,2,106.73873,-6.190723,1,136.0,24,180000000
2,1,106.851836,-6.257162999999999,1,33.0,20,42000000
0,1,106.83846299999999,-6.191791,1,33.0,21,120000000
2,1,106.75606100000002,-6.192081,1,35.0,20,38000000
2,1,106.791409,-6.282965,1,82.0,24,259300000
2,2,106.80668,-6.2284440000000005,1,105.0,18,423360000
2,2,106.78946699999999,-6.232826,1,195.0,24,529700000
2,1,106.855352,-6.255808999999999,1,40.0,19,85000000
0,1,106.729326,-6.166036,1,26.0,18,37000000
2,1,106.778618,-6.109022,1,35.0,22,42000000
2,1,106.890391,-6.149836,1,45.0,22,63000000
2,1,106.723973,-6.195343,0,44.0,14,70000000
2,1,106.890391,-6.149836,1,45.0,23,55000000
1,1,106.8344,-6.3637,1,80.0,14,70000000
3,3,106.842672,-6.224187000000001,1,163.0,24,354000000
2,1,106.85493600000001,-6.147823000000001,1,74.0,22,70000000
0,1,106.81915900000001,-6.226598,1,35.0,23,72000000
1,1,106.84297099999999,-6.24805,1,64.0,22,144000000
2,2,106.811453,-6.259374,1,118.0,16,264000000
2,1,106.73873,-6.190723,1,96.0,24,169000000
2,1,106.879075,-6.2250309999999995,1,45.0,19,55000000
2,1,106.879075,-6.2250309999999995,1,35.0,20,50000000
1,1,106.78874099999999,-6.1789190000000005,1,29.0,21,55000000
0,1,106.65211299999999,-6.3064,1,26.0,19,45000000
2,1,106.87319099999999,-6.1879290000000005,0,33.0,17,33000000
0,1,106.77275700000001,-6.1637889999999995,1,27.0,19,28000000
2,1,106.7917,-6.1792,1,50.0,15,80000000
2,1,106.852251,-6.158357,1,55.0,21,50000000
0,1,106.7082,-6.2708,1,27.0,13,84000000
2,1,106.815297,-6.149237,0,41.0,9,55000000
2,2,106.788904,-6.24568,1,91.0,23,282240000
2,2,106.823647,-6.210159,1,232.0,23,583200000
0,1,106.75606100000002,-6.192081,1,25.0,20,28500000
2,1,106.804426,-6.2587459999999995,1,71.0,22,156000000
2,2,106.84629199999999,-6.222918,1,50.0,23,120000000
3,2,106.81128999999999,-6.225663,1,171.0,21,601100000
2,2,106.818351,-6.208956,1,105.0,17,252000000
0,1,106.75606100000002,-6.192081,1,22.0,20,30000000
2,1,106.88373,-6.157527,1,36.0,21,35000000
2,1,106.75606100000002,-6.192081,0,35.0,14,25000000
1,1,106.813631,-6.211458,1,55.0,23,104550000
2,2,106.799198,-6.202724,1,52.0,24,108000000
2,2,106.82921,-6.128082,1,61.0,21,50000000
0,1,106.84415700000001,-6.263361,1,26.0,21,55000000
2,1,106.793302,-6.177578,1,88.0,24,95000000
2,1,106.90444099999999,-6.181255,1,36.0,20,24500000
0,1,106.83846299999999,-6.191791,1,28.0,16,60000000
1,1,106.7917,-6.1792,1,38.0,8,60000000
1,1,106.81865400000001,-6.194443,1,42.0,20,72000000
2,1,106.712876,-6.151427,1,49.0,20,55000000
1,1,106.815474,-6.194509,1,42.0,21,84000000
3,2,106.7846,-6.2726370000000005,1,190.0,24,559400000
2,2,106.79605600000001,-6.153652,0,48.0,18,33000000
2,1,106.843171,-6.236462,1,56.0,21,95000000
0,1,106.81915900000001,-6.226598,1,34.0,21,80000000
0,1,106.757651,-6.186415,1,27.0,19,42150000
2,1,106.75606100000002,-6.192081,0,36.0,15,24000000
1,1,106.85010700000001,-6.14907,1,33.0,14,55000000
2,1,106.854417,-6.242630999999999,1,38.0,23,75600000
1,1,106.832472,-6.360354,1,25.0,15,72000000
0,1,106.8241,-6.3929,1,21.0,12,24000000
3,2,106.89321000000001,-6.175884,0,74.0,12,40000000
1,1,106.730093,-6.174074,1,44.0,14,65300000
1,1,106.729326,-6.166036,1,35.0,20,48000000
2,2,106.77816000000001,-6.289954,1,81.0,23,150000000
0,1,106.7267,-6.1577,0,34.0,10,30000000
2,1,106.78816599999999,-6.175894,1,42.0,24,50000000
1,1,106.65211299999999,-6.3064,1,40.0,18,50000000
1,1,106.85716000000001,-6.14607,0,43.0,17,60000000
1,1,106.806005,-6.228974,1,76.0,23,210000000
2,2,106.875693,-6.164743,1,74.0,22,50000000
0,1,106.81915900000001,-6.226598,1,35.0,23,72000000
0,1,106.836638,-6.148474,0,27.0,14,42000000
0,1,106.90444099999999,-6.181255,1,21.0,19,21250000
3,2,106.789934,-6.178351,0,150.0,23,230000000
2,1,106.87319099999999,-6.1879290000000005,1,33.0,19,60000000
2,1,106.851836,-6.257162999999999,0,33.0,16,27500000
2,1,106.85716000000001,-6.14607,1,52.0,22,70000000
2,1,106.87319099999999,-6.1879290000000005,1,33.0,20,62400000
2,2,106.94893300000001,-6.203631,1,72.0,21,66000000
2,2,106.811453,-6.259374,1,144.0,20,300000000
2,1,106.791409,-6.282965,1,79.0,24,180000000
2,1,106.723973,-6.195343,1,46.0,18,46000000
2,1,106.83846299999999,-6.191791,1,58.0,16,102000000
1,1,106.762396,-6.200106,0,32.0,15,42450000
2,1,106.90525,-6.181305,1,42.0,22,54000000
1,1,106.829196,-6.224797,1,50.0,23,162000000
2,1,106.723973,-6.195343,0,44.0,17,35000000
0,1,106.729326,-6.166036,1,26.0,20,35800000
3,2,106.735243,-6.185323,0,139.0,21,100000000
2,2,106.793302,-6.177578,1,146.0,24,150000000
2,3,106.842672,-6.224187000000001,1,80.0,24,250000000
2,1,106.85716000000001,-6.14607,0,64.0,16,85000000
2,1,106.78816599999999,-6.175894,1,42.0,23,54000000
1,1,106.8267,-6.253232,1,44.0,17,96000000
2,1,106.7917,-6.1792,1,50.0,13,70000000
2,1,106.84297099999999,-6.24805,1,78.0,21,156000000
2,2,106.819529,-6.209877,1,78.0,24,299880000
0,1,106.60767299999999,-6.228493,1,35.0,21,50000000
1,1,106.816842,-6.1973519999999995,1,40.0,23,91500000
0,1,106.762396,-6.200106,1,21.0,17,33000000
1,1,106.85185800000001,-6.200232,1,33.0,21,50650000
2,2,106.81438500000002,-6.247255,1,54.0,24,107100000
2,1,106.79605600000001,-6.153652,1,45.0,20,42000000
2,1,106.87319099999999,-6.1879290000000005,1,33.0,21,45000000
2,1,106.85493600000001,-6.147823000000001,1,74.0,22,80000000
0,1,106.757651,-6.186415,1,27.0,20,37000000
0,1,106.82141499999999,-6.2165029999999994,1,29.0,20,66000000
1,1,106.80923999999999,-6.213072,1,63.0,23,150100000
0,1,106.777942,-6.23819,1,26.0,7,75000000
2,1,106.829196,-6.224797,1,72.0,23,190000000
0,1,106.84986599999999,-6.257697,1,23.0,15,43000000
2,1,106.84297099999999,-6.24805,1,90.0,22,156000000
0,1,106.87319099999999,-6.1879290000000005,1,26.0,20,36000000
2,1,106.87319099999999,-6.1879290000000005,1,33.0,22,55000000
2,1,106.890391,-6.149836,1,45.0,23,55000000
3,3,106.761852,-6.1969970000000005,0,138.0,14,120000000
2,1,106.85185800000001,-6.200232,1,33.0,20,45000000
2,1,106.85716000000001,-6.14607,0,48.0,19,55000000
1,1,106.91636000000001,-6.154351999999999,1,35.0,20,24000000
2,2,106.761852,-6.1969970000000005,1,76.0,9,100000000
1,1,106.79605600000001,-6.153652,1,28.0,20,36000000
0,1,106.7917,-6.1792,1,26.0,13,45000000
2,1,106.85355,-6.159930999999999,1,60.0,21,72000000
2,1,106.852251,-6.158357,1,56.0,21,65000000
0,0,106.7059,-6.2705,1,39.0,9,60000000
2,1,106.87319099999999,-6.1879290000000005,1,33.0,21,60000000
0,1,106.8344,-6.3637,1,24.0,12,24000000
0,1,106.832472,-6.360354,1,28.0,15,48000000
2,1,106.793682,-6.180333999999999,0,50.0,18,52750000
1,1,106.845853,-6.122102,1,65.0,24,76700000
0,1,106.83846299999999,-6.191791,1,28.0,13,54000000
2,1,106.831123,-6.222417,1,67.0,20,168000000
2,1,106.879075,-6.2250309999999995,1,35.0,19,55000000
2,2,106.850444,-6.1973,1,79.0,22,152000000
2,1,106.82419399999999,-6.227334,1,56.0,24,153000000
2,1,106.851836,-6.257162999999999,1,33.0,20,39000000
0,1,106.729326,-6.166036,1,26.0,19,52000000
2,1,106.875949,-6.144769999999999,1,42.5,18,48000000
2,1,106.861756,-6.252397,1,33.0,21,40000000
3,2,106.85068999999999,-6.146146,1,196.0,24,240000000
1,1,106.81915900000001,-6.226598,1,45.0,22,108000000
3,2,106.811453,-6.259374,1,181.0,16,441000000
1,1,106.7917,-6.1792,0,50.0,9,110000000
0,1,106.810318,-6.255134,1,60.0,22,144000000
0,1,106.762396,-6.200106,1,26.0,16,36000000
0,1,106.729326,-6.166036,1,26.0,19,36000000
2,1,106.82741100000001,-6.284048,1,50.0,21,76000000
2,1,106.79605600000001,-6.153652,1,48.0,20,50000000
1,1,106.819529,-6.209877,1,49.0,24,180000000
3,2,106.85716000000001,-6.14607,1,90.0,15,90000000
2,1,106.712876,-6.151427,1,49.0,20,50000000
3,2,106.78828600000001,-6.2450410000000005,1,133.0,23,240000000
3,1,106.778618,-6.109022,1,49.0,24,55000000
1,1,106.7233,-6.274,1,33.0,20,80000000
1,1,106.829196,-6.224797,1,44.0,24,168000000
2,1,106.851836,-6.257162999999999,1,33.0,20,36000000
3,3,106.73873,-6.190723,1,148.0,24,270000000
1,1,106.729326,-6.166036,1,35.0,20,50000000
2,1,106.778618,-6.109022,1,38.0,22,39000000
2,2,106.8272,-6.2824,1,64.0,12,175000000
0,1,106.769194,-6.237472,1,23.0,20,45000000
2,1,106.73873,-6.190723,1,96.0,24,180000000
2,1,106.78816599999999,-6.175894,0,42.0,17,39000000
2,1,106.94893300000001,-6.203631,0,33.0,20,30900000
3,3,106.7846,-6.2726370000000005,1,193.0,24,426000000
2,1,106.83846299999999,-6.191791,1,61.0,21,200000000
2,1,106.793302,-6.177578,1,88.0,23,80000000
2,1,106.85716000000001,-6.14607,0,49.0,21,55000000
3,2,106.794123,-6.222613,1,169.0,12,360000000
1,1,106.837375,-6.216519,1,36.0,24,60000000
0,1,106.84986599999999,-6.257697,1,23.0,22,43200000
2,2,106.811453,-6.259374,1,124.0,22,240000000
2,1,106.79236599999999,-6.154109,0,34.0,19,30000000
0,1,106.757651,-6.186415,1,32.0,20,42000000
2,1,106.890391,-6.149836,1,45.0,24,60000000
2,1,106.87319099999999,-6.1879290000000005,1,33.0,23,57500000
0,1,106.83846299999999,-6.191791,1,28.0,20,95200000
2,1,106.62910600000001,-6.199893,1,39.0,21,42000000
2,1,106.85185800000001,-6.200232,1,40.0,20,48000000
1,1,106.7917,-6.1792,0,38.0,10,55000000
0,1,106.856909,-6.149478,1,29.0,20,38000000
2,1,106.88373,-6.157527,1,35.0,20,33000000
2,1,106.84297099999999,-6.24805,1,90.0,21,132000000
0,1,106.8345,-6.3635,1,21.0,5,14000000
2,3,106.78816599999999,-6.175894,1,41.0,23,60000000
0,1,106.762396,-6.200106,1,21.0,16,34000000
2,1,106.83684699999999,-6.213647,1,63.0,21,130000000
2,1,106.736764,-6.131012999999999,1,33.0,17,22000000
3,3,106.783318,-6.2201830000000005,1,156.0,24,220800000
2,1,106.762396,-6.200106,1,35.0,16,55000000
2,1,106.87319099999999,-6.1879290000000005,0,34.0,16,48600000
2,1,106.861756,-6.252397,1,32.0,22,48000000
1,1,106.819529,-6.209877,1,47.0,24,108000000
0,1,106.778618,-6.109022,1,21.0,21,30000000
3,2,106.85068999999999,-6.146146,0,196.0,19,175000000
2,1,106.861756,-6.252397,0,32.0,18,38900000
2,1,106.94893300000001,-6.203631,1,36.0,20,34100000
0,1,106.832472,-6.360354,1,24.0,13,24000000
2,1,106.829196,-6.224797,1,60.0,24,178200000
2,2,106.83846299999999,-6.191791,1,72.0,22,180000000
2,1,106.85493600000001,-6.147823000000001,0,74.0,16,50000000
2,2,106.829196,-6.224797,1,83.0,24,221900000
2,1,106.90444099999999,-6.181255,1,36.0,20,24500000
2,1,106.778618,-6.109022,1,35.0,22,35000000
2,1,106.769194,-6.237472,1,39.0,19,58000000
2,1,106.861756,-6.252397,1,42.0,21,45600000
2,1,106.78238999999999,-6.317404,1,43.0,16,102000000
0,1,106.854417,-6.242630999999999,1,24.0,23,52200000
2,1,106.84297099999999,-6.24805,0,71.0,20,114000000
3,3,106.787401,-6.224566,1,110.0,22,192000000
2,1,106.879075,-6.2250309999999995,1,45.0,20,50000000
2,1,106.830173,-6.276866,1,52.0,21,96000000
1,1,106.81649499999999,-6.195839,1,42.0,23,120000000
1,1,106.818528,-6.194918,1,66.0,21,282000000
2,1,106.855352,-6.255808999999999,1,39.0,21,90000000
2,1,106.811453,-6.259374,1,74.0,22,156000000
2,2,106.73873,-6.190723,1,96.0,24,150000000
2,1,106.915901,-6.14809,0,48.0,21,30250000
3,2,106.794123,-6.222613,1,165.0,15,300000000
2,1,106.84415700000001,-6.263361,1,52.0,21,95000000
2,1,106.900954,-6.168483,1,46.0,19,34000000
3,2,106.79539199999999,-6.303504,1,92.0,22,135000000
2,2,106.83846299999999,-6.191791,1,60.0,22,140000000
2,1,106.856909,-6.149478,1,50.0,21,46000000
2,1,106.815474,-6.194509,1,50.0,19,132000000
0,1,106.810318,-6.255134,1,60.0,22,156000000
2,0,106.879075,-6.2250309999999995,0,34.0,18,57000000
0,1,106.778618,-6.109022,1,21.0,21,27200000
2,1,106.811453,-6.259374,1,95.0,22,240000000
2,1,106.88373,-6.157527,1,35.0,13,39500000
2,1,106.75606100000002,-6.192081,1,36.0,22,40000000
0,1,106.7267,-6.1577,0,30.0,10,33000000
0,1,106.793302,-6.177578,1,50.0,24,109000000
2,1,106.78834199999999,-6.174633999999999,0,41.0,15,35000000
2,1,106.829196,-6.224797,1,63.0,22,204000000
0,1,106.85010700000001,-6.14907,1,33.0,15,78000000
2,2,106.836684,-6.2196370000000005,1,73.0,24,132000000
2,2,106.73873,-6.190723,1,120.0,24,225000000
2,1,106.78834199999999,-6.174633999999999,1,40.0,19,43000000
3,2,106.835352,-6.212898,0,70.0,22,80000000
2,1,106.723973,-6.195343,0,44.0,14,30000000
2,1,106.87319099999999,-6.1879290000000005,1,33.0,22,57000000
1,1,106.729326,-6.166036,1,35.0,19,47000000
2,1,106.78816599999999,-6.175894,1,42.0,23,56000000
1,1,106.81915900000001,-6.226598,1,55.0,24,96000000
2,2,106.779326,-6.107876999999999,1,74.0,14,90000000
1,1,106.85716000000001,-6.14607,0,64.0,17,50000000
2,2,106.769194,-6.237472,1,50.0,20,75000000
1,1,106.837375,-6.216519,1,34.0,24,55000000
2,1,106.723973,-6.195343,1,44.0,20,38900000
1,1,106.7917,-6.1792,1,38.0,14,62500000
3,2,106.84033500000001,-6.198186,1,148.0,23,360000000
2,1,106.80712199999999,-6.121077,1,35.0,21,45000000
2,1,106.80923999999999,-6.213072,1,101.0,22,180000000
2,2,106.73873,-6.190723,1,160.0,24,160000000
0,1,106.60767299999999,-6.228493,1,33.0,20,50000000
3,2,106.89615800000001,-6.15209,1,144.0,21,120000000
2,1,106.87319099999999,-6.1879290000000005,1,33.0,22,45000000
2,1,106.87319099999999,-6.1879290000000005,1,33.0,15,46000000
3,1,106.879075,-6.2250309999999995,1,50.0,18,88000000
2,1,106.85716000000001,-6.14607,1,62.0,22,70800000
0,1,106.729326,-6.166036,0,26.0,15,22000000
2,1,106.866201,-6.245201,1,50.0,19,90000000
1,1,106.7917,-6.1792,0,38.0,10,43500000
2,1,106.769194,-6.237472,1,39.0,20,60000000
2,1,106.87319099999999,-6.1879290000000005,0,35.0,19,51000000
2,1,106.9906,-6.2519,1,36.0,15,36000000
0,1,106.723973,-6.195343,0,27.0,16,28000000
1,1,106.791409,-6.282965,1,58.0,22,115200000
2,2,106.73873,-6.190723,1,84.0,24,150000000
2,1,106.861756,-6.252397,1,33.0,21,48000000
2,1,106.728591,-6.182729,0,35.0,8,70000000
0,1,106.87319099999999,-6.1879290000000005,0,21.0,20,40000000
2,1,106.85493600000001,-6.147823000000001,1,62.0,22,68000000
3,1,106.78816599999999,-6.175894,1,70.0,23,100000000
1,1,106.729326,-6.166036,1,52.0,21,55000000
1,1,106.789934,-6.178351,1,44.0,23,100000000
2,2,106.842672,-6.224187000000001,1,78.0,23,259200000
0,1,106.8167,-6.3689,1,22.0,13,30000000
2,1,106.9934,-6.2434,1,36.0,14,55000000
0,1,106.854417,-6.242630999999999,1,24.0,23,55000000
2,1,106.89143999999999,-6.1493910000000005,1,100.0,21,100000000
2,2,106.783318,-6.2201830000000005,1,122.0,24,194850000
2,1,106.900954,-6.168483,1,37.0,20,31000000
2,2,106.73873,-6.190723,1,90.0,23,150000000
3,2,106.78322299999999,-6.220912,1,140.0,22,184000000
1,1,106.866201,-6.245201,1,37.0,20,65000000
0,1,106.65211299999999,-6.3064,1,28.0,20,39000000
0,1,106.831123,-6.222417,1,32.0,21,110000000
2,1,106.890391,-6.149836,1,45.0,23,60000000
2,1,106.62910600000001,-6.199893,1,38.0,20,36000000
0,1,106.729326,-6.166036,0,26.0,15,24000000
2,1,106.729326,-6.166036,0,50.0,18,55000000
2,1,106.7267,-6.1577,0,68.0,9,72000000
2,1,106.81915900000001,-6.226598,1,70.0,24,132000000
